gene_id	accession_number	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN394180_c2_g3	XP_020624377	5	15	0	0	0	5	6	7	16	7	0	16	7	5	0	0	10	10	7	24	7
TRINITY_DN370849_c9_g1	XP_020624667	0	54	20	21	145	140	130	11	81	25	163	451	187	175	19	12	15	9	213	407	533
TRINITY_DN394918_c18_g1	XP_020624844	0	0	0	6	0	0	0	0	0	10	0	10	0	0	10	7	7	0	0	20	0
TRINITY_DN381599_c0_g1	XP_020625072	7	29	0	0	64	56	48	0	21	0	30	90	65	80	8	0	0	0	44	125	172
TRINITY_DN371660_c0_g1	XP_020625302	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	6	16	7
TRINITY_DN395973_c0_g3	XP_020625331	0	22	43	74	8	49	9	6	33	24	71	33	45	54	16	43	39	24	47	42	111
TRINITY_DN386982_c2_g3	XP_020625486	0	0	0	0	6	0	0	0	0	0	23	5	0	0	0	0	0	0	0	18	13
TRINITY_DN401234_c0_g4	XP_020625983	0	5	0	0	8	14	17	0	25	0	28	57	24	37	0	0	0	0	0	54	32
TRINITY_DN395116_c1_g4	XP_020626048	0	5	0	0	10	17	14	0	43	5	7	74	61	21	0	0	0	0	9	56	81
TRINITY_DN394644_c3_g2	XP_020626064	13	0	5	0	23	17	0	0	20	0	6	6	13	0	0	0	0	0	0	6	0
TRINITY_DN395064_c1_g5	XP_020626087	0	62	0	0	50	147	69	0	43	0	66	105	173	115	0	0	0	0	75	244	196
TRINITY_DN214137_c0_g1	XP_020626275	21	47	5	6	13	86	0	11	32	8	117	134	117	81	8	0	10	7	44	149	130
TRINITY_DN391998_c1_g5	XP_020626407	0	6	0	0	0	0	0	0	13	0	18	14	8	6	0	0	0	0	0	17	29
TRINITY_DN396782_c3_g5	XP_020626459	25	44	5	26	13	31	5	17	54	17	42	51	34	23	7	44	18	28	47	0	32
TRINITY_DN400416_c2_g1	XP_020626460	0	16	0	0	5	5	0	0	0	0	14	23	37	0	0	0	0	0	0	0	0
TRINITY_DN378596_c0_g3	XP_020626530	0	0	0	0	25	40	23	0	0	0	15	70	43	36	0	0	0	0	5	14	69
TRINITY_DN394223_c0_g9	XP_020626701	0	0	0	0	0	18	0	0	0	0	16	23	12	5	0	0	0	0	7	18	33
TRINITY_DN396329_c0_g1	XP_020627383	0	15	0	0	23	30	19	0	19	0	25	48	44	24	0	0	0	0	11	76	99
TRINITY_DN385123_c4_g3	XP_020627967	11	12	10	36	13	79	23	0	17	7	60	72	113	53	36	38	22	8	29	107	105
TRINITY_DN393216_c1_g1	XP_020628136	0	0	0	0	0	33	5	0	0	0	13	66	69	21	0	0	0	0	29	73	86
TRINITY_DN381756_c7_g1	XP_020628167	0	0	0	5	0	0	0	0	0	0	5	0	0	12	0	0	0	5	5	0	0
TRINITY_DN395866_c2_g1	XP_020628211	0	24	8	0	10	8	25	0	28	7	35	16	9	12	5	0	0	0	0	44	33
TRINITY_DN400910_c3_g1	XP_020628304	0	6	0	0	55	16	71	0	8	0	100	53	14	127	0	5	0	0	12	150	843
TRINITY_DN399649_c3_g4	XP_020628452	0	9	0	0	13	18	0	0	24	0	14	22	22	19	0	0	0	0	0	11	10
TRINITY_DN389359_c0_g8	XP_020628479	28	33	24	55	39	20	28	15	41	0	73	63	8	78	14	18	43	11	30	40	47
TRINITY_DN374650_c12_g1	XP_020628824	0	0	5	8	0	8	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0
TRINITY_DN363831_c0_g1	XP_020628847	6	0	0	0	8	26	44	0	12	0	26	71	45	30	7	0	0	0	17	64	65
TRINITY_DN392004_c6_g1	XP_020629048	0	6	0	0	0	30	18	0	5	0	13	28	26	22	0	0	0	0	7	23	8
TRINITY_DN391702_c2_g1	XP_020629221	58	126	49	106	134	129	135	69	154	54	147	208	135	155	109	84	81	60	108	155	323
TRINITY_DN383880_c5_g2	XP_020629223	0	0	0	0	0	0	0	0	0	0	0	72	27	15	0	0	0	0	0	35	7
TRINITY_DN386515_c3_g1	XP_020629305	0	5	0	11	0	5	0	0	22	0	22	43	63	11	0	5	0	0	6	33	31
TRINITY_DN391378_c0_g5	XP_020629306	18	122	33	53	151	223	201	11	167	30	379	632	342	234	20	31	47	17	268	388	556
TRINITY_DN377994_c8_g2	XP_020629581	40	46	36	20	27	23	32	35	35	32	17	19	26	29	23	25	20	32	27	106	46
TRINITY_DN385020_c1_g1	XP_020629915	0	5	0	0	0	11	0	0	0	0	8	8	0	0	0	0	0	0	0	9	8
TRINITY_DN386574_c1_g3	XP_020629946	0	0	0	0	0	13	0	0	0	0	9	81	0	0	0	0	11	0	0	22	0
TRINITY_DN391800_c1_g2	XP_020630163	0	21	0	0	82	102	43	0	41	0	81	196	107	151	0	0	0	0	93	218	165
TRINITY_DN385843_c3_g6	XP_020630262	0	9	0	0	67	22	49	0	18	0	90	79	41	173	0	0	0	0	25	56	86
TRINITY_DN396274_c6_g7	XP_020630555	22	148	7	28	416	1006	491	6	177	21	322	1725	986	1052	23	0	23	18	189	404	238
TRINITY_DN384641_c2_g1	XP_020630772	0	76	6	0	147	763	126	0	84	0	402	906	700	305	5	0	8	7	18	595	106
TRINITY_DN395633_c0_g2	XP_020630805	0	0	0	0	0	20	0	0	11	0	27	40	31	16	0	0	5	0	5	54	42
TRINITY_DN373268_c1_g3	XP_020630845	0	0	0	0	6	39	0	0	9	0	18	81	67	32	0	0	0	0	26	42	30
TRINITY_DN390038_c0_g2	XP_020631142	0	0	0	0	0	5	7	0	6	0	0	15	6	8	0	0	0	0	0	5	20
TRINITY_DN398083_c0_g5	XP_020631711	5	6	0	0	30	77	22	0	24	0	63	178	65	58	0	5	0	0	30	68	76
TRINITY_DN398639_c2_g6	XP_020631773	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0	6	12	47
TRINITY_DN399889_c1_g2	XP_020632042	0	11	0	0	6	25	0	0	20	0	39	40	18	12	0	0	0	0	0	6	41
TRINITY_DN395450_c1_g1	XP_020632236	0	0	0	0	0	6	0	0	5	0	34	26	20	12	0	0	0	0	0	5	36
TRINITY_DN399353_c1_g2	XP_020632421	10	21	15	0	0	23	8	11	0	42	18	133	32	34	25	33	5	0	30	19	39
TRINITY_DN393216_c1_g8	XP_020632723	0	191	20	25	65	116	70	18	187	22	139	149	198	62	17	6	18	12	88	120	288
TRINITY_DN384460_c0_g2	XP_020632890	14	54	13	27	39	105	45	13	70	27	62	158	155	53	18	30	9	17	38	116	155
TRINITY_DN397682_c0_g3	XP_020632912	17	59	0	10	95	93	65	0	61	10	153	127	119	200	8	13	10	8	45	135	638
TRINITY_DN397976_c0_g5	XP_020633346	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	5	17	15
TRINITY_DN374708_c8_g1	XP_020638971	0	0	0	26	5	0	0	0	0	0	14	14	5	6	0	13	0	0	5	22	0
TRINITY_DN366241_c0_g1	XP_020666252	7	16	0	0	22	42	51	5	34	10	42	654	116	59	0	0	0	0	127	277	209
TRINITY_DN388922_c3_g7	XP_020668990	8	5	0	6	0	0	0	9	14	9	7	0	0	6	0	0	8	7	6	0	0
TRINITY_DN388336_c0_g1	XP_020693431	13	0	31	165	6	27	0	10	5	28	41	52	14	32	11	28	7	6	12	34	0
TRINITY_DN388384_c2_g2	XP_020704835	24	9	8	0	0	5	5	18	0	5	0	0	0	0	0	0	0	0	0	9	15
TRINITY_DN401043_c2_g2	XP_020773263	0	18	0	0	0	0	0	0	21	0	6	11	0	5	0	0	0	0	0	14	64
TRINITY_DN396503_c1_g2	XP_020776409	57	595	50	30	815	2708	901	0	754	59	2901	5756	3933	1557	25	52	63	62	1079	3356	3203
TRINITY_DN376820_c0_g1	XP_020781337	0	33	0	10	37	45	29	0	40	0	69	55	78	40	0	0	0	0	25	59	62
TRINITY_DN387627_c0_g4	XP_020783319	0	0	0	0	0	0	0	0	0	0	32	8	9	5	0	0	0	0	0	0	5
TRINITY_DN401070_c1_g1	XP_020789031	0	177	0	0	275	625	228	0	183	0	1103	432	536	316	0	0	0	5	88	287	396
TRINITY_DN393692_c2_g6	XP_020789402	0	25	13	0	9	15	12	0	8	0	31	23	15	5	6	0	0	0	20	13	20
TRINITY_DN382735_c0_g1	XP_020791707	0	29	0	13	30	22	60	0	17	8	63	262	39	87	0	0	0	0	73	55	169
TRINITY_DN396174_c0_g2	XP_020791918	0	16	0	0	30	83	22	0	11	0	56	127	80	55	0	0	0	0	36	137	207
TRINITY_DN397507_c0_g6	XP_020794923	0	19	0	0	12	22	0	0	12	0	71	86	43	24	0	0	0	0	41	87	178
TRINITY_DN391435_c0_g4	XP_020795949	0	23	0	0	0	20	0	0	29	0	30	239	60	19	0	0	5	0	0	99	49
TRINITY_DN390301_c1_g3	XP_020796388	0	0	0	0	0	7	0	0	0	0	19	77	26	19	0	0	0	0	0	0	35
TRINITY_DN386891_c0_g2	XP_020824532	0	23	12	0	71	188	63	0	6	0	111	270	205	164	0	0	7	5	49	149	179
TRINITY_DN388791_c3_g1	XP_020837494	0	19	0	0	45	151	32	0	40	0	134	221	193	183	0	0	0	0	70	402	240
TRINITY_DN385321_c1_g4	XP_020843341	0	0	0	0	0	10	11	0	0	0	18	36	12	14	0	0	0	0	8	37	32
TRINITY_DN400104_c4_g2	XP_020843866	9	226	0	0	35	66	31	0	186	11	188	75	163	46	0	15	0	14	26	152	221
TRINITY_DN401313_c1_g2	XP_020851270	0	0	5	0	34	36	17	0	0	0	0	5	25	30	0	0	0	0	0	0	6
TRINITY_DN390737_c2_g1	XP_020863509	0	0	0	0	0	25	0	0	0	0	26	54	29	29	0	0	0	0	5	41	17
TRINITY_DN384775_c0_g3	XP_020891942	0	29	0	0	18	88	16	0	31	0	34	147	101	53	0	0	0	0	20	58	83
TRINITY_DN397805_c1_g2	XP_020892068	0	75	0	25	53	79	64	0	101	14	114	149	106	72	15	30	0	6	25	61	154
TRINITY_DN374767_c5_g1	XP_020892382	0	0	0	0	0	0	0	0	7	0	0	16	6	0	0	0	0	0	6	9	8
TRINITY_DN388206_c8_g1	XP_020892748	193	336	196	280	428	646	439	209	231	207	566	859	809	529	253	151	201	324	320	638	797
TRINITY_DN398149_c0_g5	XP_020892848	40	66	24	104	91	187	90	31	58	21	241	384	258	267	53	30	45	20	175	249	361
TRINITY_DN392072_c0_g3	XP_020892903	6	7	0	0	43	64	46	0	0	5	31	140	50	41	0	0	10	0	44	66	111
TRINITY_DN384447_c2_g4	XP_020893018	13	51	0	57	62	42	46	0	47	0	55	67	45	94	27	19	0	12	38	94	195
TRINITY_DN396404_c0_g6	XP_020893156	8	11	6	7	9	27	38	0	7	0	36	87	43	38	0	0	0	5	19	43	61
TRINITY_DN377735_c0_g1	XP_020893183	0	18	0	6	0	21	5	0	5	13	24	55	27	24	13	0	6	5	22	21	23
TRINITY_DN397598_c1_g5	XP_020893258	0	70	6	0	16	21	6	0	70	0	67	41	30	19	0	0	0	0	0	137	7
TRINITY_DN394087_c2_g1	XP_020893370	0	0	0	0	0	13	0	0	20	0	80	62	16	13	0	0	0	0	23	62	65
TRINITY_DN395287_c1_g3	XP_020893473	0	92	0	44	93	218	104	0	132	6	286	353	310	192	0	23	0	7	135	480	587
TRINITY_DN376543_c1_g2	XP_020894372	0	5	11	0	12	19	5	0	22	0	20	20	0	6	0	0	0	5	0	44	15
TRINITY_DN377949_c5_g1	XP_020894559	0	67	0	0	45	98	46	0	65	0	117	98	106	97	0	0	0	0	11	82	159
TRINITY_DN392195_c4_g3	XP_020894952	19	27	6	6	13	6	12	16	44	23	15	16	0	7	7	0	0	0	0	0	9
TRINITY_DN386191_c0_g2	XP_020895350	0	12	0	0	26	48	26	0	13	0	22	75	58	45	0	0	0	0	10	53	38
TRINITY_DN399113_c1_g1	XP_020895417	0	0	0	6	13	15	0	0	0	9	17	16	27	36	15	17	0	0	16	11	278
TRINITY_DN380313_c14_g2	XP_020895539	25	56	45	244	67	124	66	29	66	36	103	180	109	81	50	70	42	53	86	95	84
TRINITY_DN388349_c5_g5	XP_020895622	0	0	0	0	7	0	5	0	0	0	25	0	0	19	0	0	0	0	0	17	0
TRINITY_DN399497_c2_g3	XP_020895791	13	75	0	21	120	209	91	0	105	9	173	388	367	169	8	7	12	0	175	375	685
TRINITY_DN386771_c0_g1	XP_020895807	0	5	0	0	9	0	0	8	7	12	0	0	0	0	0	0	0	7	0	0	0
TRINITY_DN387303_c0_g1	XP_020895897	0	16	0	0	14	99	21	0	28	5	56	229	189	64	0	0	0	0	24	21	421
TRINITY_DN380962_c7_g5	XP_020896272	0	0	0	0	0	23	7	0	0	0	0	45	31	0	0	0	0	0	21	15	24
TRINITY_DN397335_c0_g3	XP_020896317	0	0	0	0	0	0	0	0	0	0	6	24	25	5	0	0	0	0	0	15	18
TRINITY_DN398332_c2_g5	XP_020896725	0	56	15	19	106	76	87	0	83	7	206	118	208	88	6	0	0	5	71	418	399
TRINITY_DN391111_c34_g1	XP_020896883	6	39	6	6	13	17	20	0	31	5	73	43	114	65	0	0	0	0	35	155	269
TRINITY_DN381041_c9_g1	XP_020896954	0	0	0	0	0	12	0	0	0	0	5	29	34	0	0	0	0	0	5	5	10
TRINITY_DN374837_c12_g3	XP_020896995	23	11	20	106	22	15	10	10	10	45	34	54	21	20	35	34	31	43	25	37	0
TRINITY_DN398461_c0_g1	XP_020897242	0	0	9	0	13	51	15	0	0	0	0	11	37	19	5	0	0	0	6	12	8
TRINITY_DN398394_c3_g1	XP_020897419	118	79	141	182	70	111	59	126	100	141	81	131	186	300	118	96	109	100	115	319	321
TRINITY_DN385286_c9_g1	XP_020897488	37	123	41	241	113	221	100	55	94	41	171	601	346	243	191	106	72	111	223	452	430
TRINITY_DN377769_c0_g1	XP_020897553	0	0	0	0	0	0	0	0	0	0	6	18	12	5	0	0	0	0	0	8	15
TRINITY_DN396347_c2_g7	XP_020897939	0	9	13	24	15	21	10	11	7	5	30	30	22	6	13	15	7	11	6	19	43
TRINITY_DN389427_c0_g1	XP_020897954	0	6	0	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	6	0	16
TRINITY_DN353157_c0_g1	XP_020898963	0	6	0	6	0	5	0	0	11	0	24	40	19	44	0	9	5	0	0	8	31
TRINITY_DN393470_c0_g1	XP_020899775	6	63	0	12	533	447	364	0	74	0	387	662	485	1023	0	5	17	0	140	678	493
TRINITY_DN393470_c0_g5	XP_020899775	23	70	5	0	543	235	486	0	118	0	361	264	273	1206	6	0	0	0	177	712	2677
TRINITY_DN394156_c4_g6	XP_020899977	0	7	0	0	15	67	21	0	20	0	121	187	79	36	0	0	0	0	61	92	98
TRINITY_DN382372_c1_g1	XP_020900112	0	0	0	0	5	14	5	0	0	0	14	37	15	11	0	0	0	0	16	16	26
TRINITY_DN396485_c0_g1	XP_020900216	27	36	15	7	0	0	0	17	17	18	13	18	0	17	19	16	14	17	16	0	0
TRINITY_DN395685_c3_g3	XP_020900391	0	25	0	14	16	110	25	0	18	14	88	125	179	34	6	14	0	0	85	108	114
TRINITY_DN392156_c9_g5	XP_020900766	27	121	23	6	163	403	135	0	109	53	628	1376	500	196	35	8	40	14	184	1742	512
TRINITY_DN387038_c0_g2	XP_020900772	0	0	0	0	5	19	0	0	0	0	12	30	16	21	0	0	0	0	11	27	6
TRINITY_DN376446_c0_g1	XP_020900806	6	25	27	36	0	50	6	7	7	0	27	74	72	59	44	44	15	16	42	67	51
TRINITY_DN380326_c0_g1	XP_020900998	0	6	0	0	0	0	5	0	0	0	8	19	0	15	0	0	0	0	0	7	0
TRINITY_DN390687_c0_g10	XP_020901181	11	23	5	32	19	26	21	0	30	5	33	73	57	68	19	15	6	22	17	62	90
TRINITY_DN395479_c0_g3	XP_020901519	0	0	5	12	5	0	0	0	0	0	5	12	0	0	0	0	5	8	0	0	0
TRINITY_DN399176_c1_g5	XP_020901903	0	22	5	12	10	19	28	0	23	0	19	48	40	18	43	22	6	0	0	69	77
TRINITY_DN394524_c1_g3	XP_020902719	0	16	0	5	13	31	12	0	6	7	26	48	27	27	5	12	0	0	21	32	27
TRINITY_DN388937_c1_g3	XP_020902734	0	0	0	0	0	14	0	0	10	0	13	48	22	27	0	0	0	0	0	27	22
TRINITY_DN396367_c0_g2	XP_020902847	6	13	5	0	0	0	5	29	5	0	0	5	23	5	5	0	0	5	7	0	0
TRINITY_DN393203_c1_g4	XP_020902936	0	14	0	0	0	0	0	0	27	0	0	11	18	6	0	0	0	0	0	30	49
TRINITY_DN393144_c2_g2	XP_020903342	0	41	0	0	106	188	81	0	48	0	308	230	183	467	0	0	0	0	48	301	517
TRINITY_DN380467_c8_g6	XP_020903676	16	91	38	56	67	107	119	24	115	44	265	545	342	116	33	35	79	30	200	671	1093
TRINITY_DN390415_c4_g1	XP_020903745	15	28	0	26	52	80	33	0	40	0	147	108	80	63	5	12	6	0	26	109	209
TRINITY_DN388115_c0_g4	XP_020903822	28	89	49	54	95	103	136	53	156	42	113	154	120	115	28	62	61	68	132	209	326
TRINITY_DN397817_c3_g5	XP_020903826	0	0	0	0	23	23	5	0	0	0	20	50	22	59	0	0	0	0	0	5	21
TRINITY_DN391161_c0_g3	XP_020904048	0	24	0	0	14	20	17	0	28	0	20	37	29	20	0	0	0	0	22	22	59
TRINITY_DN392984_c0_g1	XP_020904206	0	11	0	0	0	20	5	0	0	0	9	18	33	8	0	0	0	0	5	6	18
TRINITY_DN399898_c1_g1	XP_020904405	0	0	0	0	5	6	0	0	0	0	0	15	14	11	0	0	0	0	0	67	5
TRINITY_DN369433_c0_g2	XP_020904556	0	5	0	0	0	44	0	0	0	0	16	15	69	6	0	0	0	0	11	29	59
TRINITY_DN383899_c0_g1	XP_020904643	0	0	0	0	12	0	6	0	0	0	0	15	0	0	0	0	0	0	0	12	18
TRINITY_DN394301_c2_g4	XP_020905370	0	0	0	0	43	45	17	0	0	0	40	0	42	90	0	0	0	0	0	0	46
TRINITY_DN395866_c2_g2	XP_020905667	0	28	0	0	54	47	51	0	30	0	60	153	60	101	0	0	0	0	23	85	91
TRINITY_DN386059_c0_g1	XP_020905681	0	16	0	0	5	52	0	0	17	0	31	249	93	58	0	0	0	0	0	120	85
TRINITY_DN400843_c0_g2	XP_020905681	0	10	5	5	0	10	11	5	11	17	0	10	0	0	7	21	8	13	12	15	15
TRINITY_DN387067_c4_g3	XP_020905965	54	143	33	33	104	180	109	21	199	54	232	204	197	108	57	58	43	25	82	519	291
TRINITY_DN389799_c0_g2	XP_020906101	0	22	0	0	50	62	42	0	43	0	88	85	115	67	0	0	0	0	33	90	208
TRINITY_DN397879_c0_g1	XP_020906843	0	18	0	0	0	23	0	0	6	0	22	41	27	13	0	0	0	0	5	57	70
TRINITY_DN383355_c3_g2	XP_020907390	25	176	17	19	259	632	283	0	226	26	301	1125	1014	713	17	15	27	20	454	1721	1294
TRINITY_DN379522_c4_g2	XP_020907420	18	25	31	0	48	41	38	23	35	30	44	38	52	41	8	21	7	14	33	46	125
TRINITY_DN383599_c1_g1	XP_020907546	0	0	0	0	0	5	0	0	11	0	0	212	9	0	0	0	0	0	0	10	0
TRINITY_DN378963_c0_g3	XP_020907722	0	5	0	0	0	10	0	0	5	0	6	21	23	14	0	0	0	0	9	12	20
TRINITY_DN382942_c1_g2	XP_020907747	0	0	0	0	0	18	0	0	15	0	0	28	18	0	0	0	0	0	0	28	0
TRINITY_DN398667_c2_g1	XP_020908167	19	124	25	102	147	505	156	0	139	5	302	638	698	303	49	33	30	5	260	515	663
TRINITY_DN380575_c0_g1	XP_020908741	25	30	5	0	15	0	27	18	22	18	12	0	0	0	0	0	0	0	7	0	7
TRINITY_DN396772_c3_g2	XP_020908994	61	572	26	0	497	508	634	0	448	14	691	1782	2747	986	20	5	17	19	330	1802	3625
TRINITY_DN396213_c0_g3	XP_020909152	0	0	0	0	10	0	15	0	0	0	17	29	12	15	0	0	0	0	6	46	21
TRINITY_DN400122_c1_g10	XP_020909291	0	6	0	0	27	41	15	0	5	0	24	82	60	15	0	0	0	0	27	84	73
TRINITY_DN388411_c4_g2	XP_020909328	8	49	57	38	36	18	39	20	23	37	28	31	21	31	67	41	35	8	10	9	16
TRINITY_DN396022_c1_g2	XP_020909340	31	230	52	90	783	631	561	29	319	49	862	655	667	1271	40	63	58	56	226	1062	1600
TRINITY_DN388425_c0_g5	XP_020909423	0	15	0	0	11	0	0	0	21	0	6	0	8	12	6	0	0	0	0	21	26
TRINITY_DN401261_c1_g1	XP_020909824	0	6	0	0	0	6	6	11	15	6	0	0	0	0	0	0	0	0	6	0	0
TRINITY_DN398676_c1_g5	XP_020909855	0	0	0	0	0	6	0	0	0	0	0	27	23	5	0	0	0	0	0	25	33
TRINITY_DN396189_c1_g2	XP_020909981	0	0	0	0	42	31	11	0	0	0	159	0	48	252	0	0	0	0	0	94	998
TRINITY_DN400253_c0_g3	XP_020910538	0	0	0	0	0	0	0	0	0	0	0	38	16	0	0	0	0	0	17	5	66
TRINITY_DN379521_c1_g16	XP_020910926	0	0	5	0	0	0	0	6	0	6	0	0	0	0	0	0	0	5	9	0	0
TRINITY_DN388241_c4_g3	XP_020911236	0	0	0	7	16	53	10	0	0	0	25	171	68	29	8	7	0	0	18	58	68
TRINITY_DN392553_c0_g1	XP_020911462	0	7	0	0	0	0	0	0	16	0	5	0	0	0	0	6	0	0	5	5	0
TRINITY_DN393474_c0_g2	XP_020911755	0	6	0	0	6	20	0	0	5	0	15	28	11	34	0	0	0	0	16	14	17
TRINITY_DN391274_c0_g2	XP_020911795	0	0	0	0	0	70	5	0	0	0	40	112	97	38	13	0	0	0	16	24	47
TRINITY_DN391334_c1_g2	XP_020911893	0	0	0	0	0	6	0	0	0	0	5	17	8	0	0	0	0	0	0	5	12
TRINITY_DN376339_c0_g1	XP_020912441	0	8	0	13	0	19	13	0	7	0	30	32	35	12	13	5	5	0	8	73	50
TRINITY_DN380663_c0_g1	XP_020912888	0	9	0	0	21	83	25	0	27	0	43	90	95	15	0	0	0	0	12	60	92
TRINITY_DN390597_c1_g4	XP_020913855	0	5	0	0	54	58	25	0	0	0	0	78	42	53	0	0	0	0	44	136	105
TRINITY_DN400807_c1_g2	XP_020914453	0	0	0	0	0	0	0	0	14	0	35	42	38	13	0	0	0	0	16	7	128
TRINITY_DN393832_c3_g4	XP_020914771	0	27	0	0	0	6	0	0	0	0	5	0	14	0	0	0	0	0	0	6	0
TRINITY_DN392897_c2_g1	XP_020914912	0	0	0	0	0	5	0	0	0	0	0	20	28	6	0	0	0	0	0	0	5
TRINITY_DN395698_c3_g9	XP_020915048	17	0	9	13	0	8	11	11	24	13	24	28	11	18	24	20	16	5	25	14	7
TRINITY_DN382003_c0_g1	XP_020915056	0	26	0	0	23	96	12	0	30	0	60	182	126	29	0	0	0	0	77	96	101
TRINITY_DN399543_c1_g1	XP_020915139	45	58	18	81	47	102	16	20	106	25	115	154	151	70	24	39	16	18	91	150	258
TRINITY_DN365992_c0_g1	XP_020915163	11	7	6	23	11	0	0	0	34	0	6	10	0	6	12	23	13	7	22	0	21
TRINITY_DN398905_c8_g1	XP_020915219	0	97	0	0	58	219	54	0	117	0	478	170	268	97	0	0	0	0	31	531	244
TRINITY_DN379484_c1_g2	XP_020915345	0	0	0	0	0	25	0	0	0	0	12	33	16	14	0	0	0	0	9	25	0
TRINITY_DN381129_c0_g2	XP_020915692	0	0	0	0	0	0	5	0	16	0	21	0	12	0	0	0	0	0	5	25	35
TRINITY_DN400358_c2_g2	XP_020916383	0	0	0	0	10	0	5	0	0	0	0	9	0	14	0	0	0	0	5	0	6
TRINITY_DN393112_c0_g3	XP_020917171	0	0	0	5	62	0	52	0	0	0	7	46	0	131	0	0	0	0	0	65	94
TRINITY_DN392266_c1_g1	XP_020917229	0	0	0	0	0	0	0	0	0	0	0	30	30	34	0	0	0	0	0	46	140
TRINITY_DN374750_c0_g1	XP_020917234	0	6	0	0	7	37	26	0	15	0	32	64	61	50	0	0	0	0	21	72	69
TRINITY_DN393379_c2_g1	XP_020917298	0	19	0	0	0	15	0	0	21	0	35	264	104	48	0	0	0	0	0	36	79
TRINITY_DN389262_c1_g9	XP_020917388	0	0	0	0	5	0	5	0	0	0	24	0	14	5	0	0	0	6	11	48	27
TRINITY_DN387550_c6_g6	XP_020917391	0	8	0	0	8	14	8	0	5	0	25	87	19	33	0	0	0	0	35	55	41
TRINITY_DN399426_c0_g5	XP_020917399	0	0	0	0	10	14	5	0	15	0	10	30	11	23	0	0	0	0	6	33	12
TRINITY_DN398326_c2_g1	XP_020917843	9	17	0	10	0	9	0	5	22	8	76	53	21	10	0	6	8	12	19	40	33
TRINITY_DN391525_c0_g3	XP_020917861	0	37	0	21	21	55	47	0	65	8	51	138	102	78	5	5	14	0	54	98	191
TRINITY_DN398806_c3_g1	XP_020921284	0	12	0	0	13	48	15	0	11	0	10	11	15	31	0	0	0	0	0	70	56
TRINITY_DN400711_c0_g1	XP_020921405	19	87	27	23	23	55	24	8	132	20	154	77	86	19	16	33	22	8	25	52	28
TRINITY_DN385967_c1_g1	XP_020987199	0	0	0	0	0	7	0	0	0	0	8	7	0	0	0	0	0	0	0	15	10
TRINITY_DN389518_c4_g5	XP_020987670	3265	1683	1548	760	1410	580	1325	2874	684	869	653	167	297	473	477	595	506	1162	777	640	1044
TRINITY_DN392910_c3_g1	XP_020990123	0	14	28	0	6	11	0	6	15	37	12	11	9	0	0	0	0	0	0	0	0
TRINITY_DN390491_c2_g3	XP_020990125	5	16	18	0	18	13	0	8	19	18	11	7	42	22	6	6	22	0	0	0	6
TRINITY_DN383347_c1_g4	XP_020990217	54	55	37	18	67	16	59	0	37	44	27	11	5	39	26	175	29	41	23	2847	815
TRINITY_DN380025_c5_g1	XP_020999426	9	5	11	0	0	6	14	0	0	0	0	0	6	0	0	0	0	0	0	8	0
TRINITY_DN385960_c5_g3	XP_020999426	12	130	8	0	166	351	117	0	131	28	185	400	306	188	0	0	23	0	58	1526	624
TRINITY_DN388743_c7_g1	XP_020999426	0	0	0	0	0	0	0	0	13	0	0	19	8	5	0	0	0	0	0	0	7
TRINITY_DN392424_c0_g2	XP_021000583	0	0	0	0	29	20	21	0	12	0	40	76	16	52	0	0	0	0	7	75	92
TRINITY_DN396689_c1_g3	XP_021003812	0	0	0	0	23	46	23	0	0	0	0	26	82	55	0	0	0	0	64	0	132
TRINITY_DN397935_c4_g6	XP_021003862	0	0	0	0	5	0	0	0	5	0	0	6	0	0	13	0	0	0	0	0	8
TRINITY_DN376652_c0_g1	XP_021014033	0	0	0	0	34	25	10	0	0	0	18	104	27	29	0	0	0	0	52	46	68
TRINITY_DN383934_c1_g8	XP_021049493	0	0	0	11	8	10	0	0	5	0	7	63	8	0	15	5	12	13	0	30	16
TRINITY_DN391208_c1_g2	XP_021053485	0	0	0	0	0	39	5	0	11	0	37	128	84	0	0	0	0	0	12	98	128
TRINITY_DN389803_c0_g2	XP_021054437	0	6	0	0	43	19	37	0	25	0	38	109	44	69	0	0	0	0	28	37	98
TRINITY_DN399566_c1_g1	XP_021066612	0	19	6	65	0	0	20	7	28	11	11	21	0	23	77	27	13	14	5	0	28
TRINITY_DN398273_c3_g4	XP_021144669	0	8	0	0	5	17	0	0	0	0	27	14	19	0	0	0	0	0	0	8	28
TRINITY_DN390960_c3_g4	XP_021163568	12	5	29	0	29	5	5	25	0	23	14	0	0	24	26	7	26	20	0	0	0
TRINITY_DN389657_c0_g1	XP_021192453	0	0	0	0	0	17	0	0	0	0	15	25	11	0	0	0	0	0	0	10	11
