gene_id	accession_number	gene_desscritpion	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN354849_c0_g1	NA	NA	0	23	0	0	19	49	32	0	30	0	27	56	43	28	0	0	0	0	0	15	0
TRINITY_DN354981_c0_g1	NA	NA	0	0	0	0	0	27	0	0	19	0	41	17	41	0	0	0	0	0	0	5	0
TRINITY_DN355290_c0_g1	NA	NA	0	0	0	0	0	17	6	0	10	0	35	26	24	0	0	0	0	0	0	22	19
TRINITY_DN355290_c0_g2	NA	NA	0	9	0	0	11	21	0	0	0	0	14	45	22	22	0	0	0	0	0	16	5
TRINITY_DN355321_c1_g1	NA	NA	0	0	0	0	0	6	5	0	0	0	8	17	11	0	0	0	0	0	0	0	5
TRINITY_DN355358_c0_g2	NA	NA	0	10	0	0	18	7	22	0	31	7	6	738	13	38	0	0	0	0	16	64	33
TRINITY_DN355471_c0_g1	NA	NA	0	6	0	0	7	0	0	0	28	0	8	0	0	0	0	0	0	0	0	18	7
TRINITY_DN355873_c0_g1	NA	NA	0	20	0	0	5	6	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0
TRINITY_DN356049_c1_g1	NA	NA	0	0	0	0	0	26	0	0	0	0	18	21	44	0	0	0	0	0	9	0	0
TRINITY_DN356379_c0_g1	NA	NA	0	0	0	5	11	14	7	0	5	0	9	99	17	21	0	10	0	0	10	18	38
TRINITY_DN356853_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	6	8	0	10	0	0	0	0	8	20	23
TRINITY_DN356969_c0_g2	NA	NA	0	7	0	0	0	5	0	0	11	0	8	26	18	0	0	0	0	0	0	0	0
TRINITY_DN357153_c0_g1	NA	NA	0	5	0	0	0	0	0	0	11	0	15	10	0	5	0	0	0	0	0	0	0
TRINITY_DN357196_c0_g1	NA	NA	0	13	0	0	0	122	0	0	0	0	14	132	187	0	0	0	0	0	122	9	6
TRINITY_DN357234_c0_g1	NA	NA	53	30	36	18	19	7	27	39	22	37	35	7	11	16	9	26	13	22	25	20	0
TRINITY_DN357398_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	14	30	13	5	0	0	0	0	21	6	13
TRINITY_DN357530_c0_g2	NA	NA	0	0	0	0	18	24	10	0	0	0	29	69	26	19	0	0	0	0	11	12	18
TRINITY_DN357538_c0_g1	NA	NA	0	8	0	0	0	5	5	0	8	0	25	0	9	5	0	0	0	0	0	0	0
TRINITY_DN357727_c0_g1	NA	NA	0	8	0	0	69	41	49	0	14	0	38	120	77	56	0	0	0	0	31	68	53
TRINITY_DN357761_c0_g1	NA	NA	0	17	0	0	13	19	44	0	24	0	28	45	23	36	0	0	0	0	17	120	79
TRINITY_DN358146_c0_g1	NA	NA	0	0	0	0	14	16	10	0	9	0	18	11	17	16	0	0	0	0	0	28	20
TRINITY_DN358653_c0_g1	NA	NA	0	14	0	0	6	22	9	0	30	0	56	85	48	17	0	0	0	0	17	47	63
TRINITY_DN358678_c0_g1	NA	NA	0	0	0	0	0	0	0	0	15	0	6	15	0	0	0	0	0	0	15	0	21
TRINITY_DN359025_c0_g1	NA	NA	0	0	0	0	6	25	0	0	0	0	8	23	33	0	0	0	0	0	18	0	0
TRINITY_DN359182_c0_g1	NA	NA	0	27	0	0	26	19	30	0	39	0	80	0	38	46	0	0	0	0	0	0	0
TRINITY_DN359334_c0_g1	NA	NA	0	18	0	5	0	0	0	9	0	6	0	0	0	14	0	14	16	15	0	0	0
TRINITY_DN359428_c0_g1	NA	NA	0	7	5	0	32	29	26	0	14	0	79	96	37	18	0	0	0	0	12	59	34
TRINITY_DN359528_c0_g1	NA	NA	0	39	9	5	171	99	174	0	60	5	136	119	185	307	0	0	10	0	62	260	445
TRINITY_DN359684_c0_g1	NA	NA	0	0	0	0	0	169	0	0	17	0	15	50	212	0	0	7	0	0	0	0	0
TRINITY_DN360434_c0_g1	NA	NA	8	0	0	7	0	21	7	0	0	13	0	0	25	6	5	0	0	0	0	225	0
TRINITY_DN360519_c0_g1	NA	NA	0	15	0	0	0	61	6	0	5	0	97	89	62	7	0	0	0	0	31	37	29
TRINITY_DN360629_c0_g1	NA	NA	0	9	0	0	0	21	0	0	9	0	23	116	34	24	0	0	0	0	15	0	55
TRINITY_DN360653_c0_g1	NA	NA	0	5	0	0	11	13	0	0	0	0	0	14	20	5	0	0	0	0	0	64	21
TRINITY_DN360660_c0_g3	NA	NA	0	0	0	0	0	7	0	0	0	0	0	33	11	5	0	0	0	0	0	9	16
TRINITY_DN360888_c0_g3	NA	NA	0	5	0	0	0	18	0	0	0	0	32	0	24	0	0	0	0	0	14	0	0
TRINITY_DN360945_c0_g2	NA	NA	0	0	0	0	0	23	17	0	0	0	54	80	30	10	0	0	0	0	105	0	16
TRINITY_DN361492_c0_g1	NA	NA	0	0	0	0	0	15	0	0	0	0	5	21	24	0	0	0	0	0	5	0	0
TRINITY_DN361550_c0_g1	NA	NA	0	0	0	0	0	36	0	0	6	0	12	26	42	0	0	0	0	0	0	0	0
TRINITY_DN361616_c0_g1	NA	NA	0	10	0	0	0	5	0	0	6	0	13	20	17	7	0	0	0	0	6	17	14
TRINITY_DN361751_c0_g1	NA	NA	0	0	0	0	14	37	27	0	5	0	14	68	9	21	0	0	0	0	34	97	127
TRINITY_DN361759_c0_g1	NA	NA	5	0	0	0	10	0	0	0	0	0	7	20	0	5	0	0	0	0	9	71	8
TRINITY_DN361820_c0_g1	NA	NA	0	0	0	0	0	0	8	0	5	0	21	43	0	15	0	0	0	0	11	45	66
TRINITY_DN362170_c0_g1	NA	NA	0	10	7	0	53	223	57	0	16	0	103	464	188	90	0	0	0	0	88	184	142
TRINITY_DN362318_c0_g1	NA	NA	0	14	0	0	64	0	61	0	17	0	28	125	5	84	0	0	0	0	17	13	79
TRINITY_DN362348_c0_g1	NA	NA	0	0	0	0	0	21	0	0	0	0	21	29	18	5	0	0	0	0	11	0	0
TRINITY_DN362389_c0_g1	NA	NA	0	0	0	0	0	11	0	0	0	0	8	7	29	0	0	0	0	0	12	0	0
TRINITY_DN362521_c0_g1	NA	NA	0	12	0	0	0	63	0	0	15	0	28	116	62	24	0	0	0	0	17	53	50
TRINITY_DN362697_c0_g1	NA	NA	21	6	20	0	6	0	11	7	0	7	16	0	0	0	12	0	19	0	0	0	0
TRINITY_DN362716_c0_g1	NA	NA	0	0	0	0	0	13	0	0	0	0	6	19	10	18	0	0	0	0	0	26	50
TRINITY_DN363054_c0_g2	NA	NA	0	0	0	0	9	0	0	0	0	0	0	10	0	6	0	0	0	0	5	0	6
TRINITY_DN363122_c0_g1	NA	NA	0	5	0	0	12	18	7	0	0	0	11	29	16	18	0	0	0	0	0	16	7
TRINITY_DN363173_c0_g3	NA	NA	0	7	0	0	0	6	0	0	9	0	6	23	0	0	0	0	0	0	0	0	0
TRINITY_DN363250_c0_g1	NA	NA	0	26	0	0	38	49	31	0	22	0	118	152	71	32	0	0	0	0	0	28	19
TRINITY_DN363365_c0_g1	NA	NA	0	16	0	0	7	13	18	0	12	0	36	5	30	7	0	0	0	0	0	15	9
TRINITY_DN363618_c0_g1	NA	NA	8	6	0	0	18	24	7	0	6	0	32	0	28	33	0	0	0	0	21	75	76
TRINITY_DN363618_c0_g2	NA	NA	5	5	0	0	19	32	11	0	7	0	25	7	27	22	0	0	0	0	25	77	76
TRINITY_DN363642_c0_g1	NA	NA	0	22	0	0	0	240	0	0	10	7	99	200	380	0	0	0	0	0	5	0	0
TRINITY_DN363694_c0_g1	NA	NA	0	10	0	0	0	8	0	0	18	0	7	23	18	9	0	0	0	0	9	47	31
TRINITY_DN363821_c0_g1	NA	NA	0	0	0	0	0	29	0	0	6	0	5	16	68	0	0	0	0	0	0	0	0
TRINITY_DN363836_c1_g2	NA	NA	5	15	0	0	30	105	15	0	17	0	86	296	236	139	0	0	0	0	19	203	141
TRINITY_DN363889_c0_g2	NA	NA	0	0	0	0	0	32	0	0	0	0	11	6	31	0	0	0	0	0	8	0	0
TRINITY_DN363947_c0_g2	NA	NA	0	15	0	0	51	78	34	0	28	0	34	168	73	65	0	0	0	0	0	19	58
TRINITY_DN364237_c0_g1	NA	NA	0	0	0	0	0	18	0	0	0	0	25	27	39	0	0	0	0	0	9	0	0
TRINITY_DN364428_c0_g1	NA	NA	0	0	0	0	0	52	0	0	0	0	26	48	70	0	0	0	0	0	14	0	0
TRINITY_DN364446_c0_g1	NA	NA	0	0	0	0	0	5	0	0	0	0	5	23	26	0	0	0	0	0	9	0	0
TRINITY_DN364511_c0_g4	NA	NA	0	19	0	0	10	98	8	0	25	0	118	171	104	6	0	0	0	0	29	140	98
TRINITY_DN364613_c0_g1	NA	NA	0	13	0	0	51	63	63	0	15	0	40	484	46	96	0	0	0	0	89	100	68
TRINITY_DN364621_c0_g2	NA	NA	0	0	0	0	7	95	0	0	0	0	68	230	123	0	0	0	0	0	23	0	0
TRINITY_DN364658_c0_g1	NA	NA	0	8	0	0	0	41	0	0	13	0	34	32	67	0	0	0	0	0	0	0	0
TRINITY_DN364678_c0_g1	NA	NA	0	0	11	9	0	0	0	7	0	12	0	0	0	5	0	0	0	0	8	0	0
TRINITY_DN364857_c0_g1	NA	NA	0	0	0	6	28	81	30	0	12	0	18	50	58	96	0	0	0	0	12	51	29
TRINITY_DN364914_c0_g1	NA	NA	5	9	0	0	16	26	21	0	7	10	22	84	31	33	0	0	0	0	5	45	55
TRINITY_DN364921_c0_g1	NA	NA	0	0	0	0	0	5	0	0	0	0	0	0	14	5	0	0	0	0	0	30	17
TRINITY_DN364969_c0_g1	NA	NA	0	0	0	0	40	70	39	0	0	0	86	106	78	182	0	0	8	0	0	40	55
TRINITY_DN365009_c0_g1	NA	NA	0	5	0	0	39	30	39	0	6	5	25	156	66	112	0	0	0	0	21	93	85
TRINITY_DN365014_c0_g1	NA	NA	0	0	0	0	0	9	0	0	8	0	9	15	5	6	0	0	0	0	0	15	14
TRINITY_DN365014_c0_g2	NA	NA	0	0	0	0	23	12	9	0	0	0	14	28	29	19	0	0	0	0	8	0	41
TRINITY_DN365154_c0_g1	NA	NA	0	0	0	0	0	5	0	0	0	0	10	33	5	17	0	0	0	0	0	18	16
TRINITY_DN365174_c0_g1	NA	NA	0	5	5	26	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0
TRINITY_DN365192_c0_g1	NA	NA	12	0	14	9	0	0	0	6	8	7	0	0	0	0	0	0	7	6	5	0	0
TRINITY_DN365249_c0_g2	NA	NA	0	14	0	0	0	0	0	0	7	0	19	10	11	0	0	0	0	0	0	22	44
TRINITY_DN365250_c0_g1	NA	NA	0	0	0	0	0	15	0	0	0	6	9	56	25	0	0	0	0	0	0	0	0
TRINITY_DN365261_c0_g1	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	27	13	14	5	0	0	0
TRINITY_DN365280_c0_g1	NA	NA	21	22	5	0	6	28	7	0	18	7	36	13	34	15	0	7	5	10	15	9	7
TRINITY_DN365286_c0_g2	NA	NA	0	9	0	0	48	30	43	0	15	0	32	86	61	188	0	0	5	0	33	82	69
TRINITY_DN365412_c0_g2	NA	NA	0	6	0	0	0	19	0	0	10	0	0	11	35	0	0	0	0	0	15	0	0
TRINITY_DN365520_c0_g1	NA	NA	0	8	0	0	0	7	0	0	16	0	5	5	14	7	0	0	0	0	0	0	15
TRINITY_DN365534_c0_g2	NA	NA	0	0	0	0	0	14	5	0	0	0	5	7	14	0	0	0	0	0	0	0	0
TRINITY_DN365561_c0_g2	NA	NA	0	14	0	5	5	32	6	0	5	0	37	55	48	32	0	0	0	0	8	10	24
TRINITY_DN365596_c0_g1	NA	NA	0	0	0	0	0	0	5	0	0	0	6	9	6	11	0	0	0	0	7	18	9
TRINITY_DN365678_c0_g1	NA	NA	0	11	0	0	44	66	35	0	6	0	65	122	103	64	0	0	0	0	47	93	59
TRINITY_DN365710_c0_g1	NA	NA	0	0	5	0	0	0	0	0	0	8	0	0	0	0	26	12	7	6	0	0	0
TRINITY_DN365715_c0_g1	NA	NA	0	52	0	0	0	6	0	0	44	0	0	5	43	9	0	0	0	0	0	53	18
TRINITY_DN365748_c0_g1	NA	NA	0	0	0	0	13	0	34	0	0	0	5	99	5	31	0	0	0	0	0	49	25
TRINITY_DN365825_c0_g1	NA	NA	0	0	0	0	6	0	7	0	0	0	0	30	0	14	0	0	0	0	0	6	5
TRINITY_DN365852_c0_g1	NA	NA	0	5	0	0	16	34	6	0	19	0	38	38	51	13	0	0	0	0	19	67	56
TRINITY_DN365872_c0_g3	NA	NA	0	0	0	0	0	6	0	0	5	0	9	0	6	5	0	0	0	0	0	31	0
TRINITY_DN365964_c0_g1	NA	NA	0	19	0	0	14	22	13	0	14	0	22	79	27	11	0	0	0	0	12	60	50
TRINITY_DN365978_c0_g1	NA	NA	0	36	0	0	0	49	0	0	18	0	52	42	51	0	0	0	0	0	0	56	38
TRINITY_DN366041_c0_g2	NA	NA	7	6	54	13	22	26	26	6	9	42	25	14	47	24	51	29	9	0	0	5	14
TRINITY_DN366044_c0_g1	NA	NA	0	0	0	0	0	25	0	0	0	0	11	9	23	5	0	0	0	0	6	16	25
TRINITY_DN366184_c0_g1	NA	NA	8	103	6	0	93	130	133	0	177	0	250	107	165	167	0	0	0	0	87	255	562
TRINITY_DN366206_c0_g2	NA	NA	0	17	0	0	67	16	23	0	28	0	79	145	62	62	0	0	0	0	57	91	292
TRINITY_DN366210_c1_g2	NA	NA	0	0	0	0	0	8	0	0	0	0	0	10	13	0	0	0	0	0	6	0	6
TRINITY_DN366283_c0_g5	NA	NA	0	0	0	0	0	19	0	0	0	0	9	21	30	0	0	0	0	0	8	18	7
TRINITY_DN366311_c0_g3	NA	NA	0	0	0	0	20	47	34	0	6	0	77	180	64	86	0	0	0	0	32	99	94
TRINITY_DN366328_c0_g1	NA	NA	0	0	0	0	0	22	0	0	10	5	16	50	52	16	0	0	0	0	0	31	47
TRINITY_DN366507_c0_g1	NA	NA	0	35	5	0	84	123	64	0	86	0	176	180	130	73	0	0	7	0	63	172	212
TRINITY_DN366535_c0_g2	NA	NA	0	8	0	0	6	13	21	0	7	0	7	0	20	22	0	0	0	0	0	28	29
TRINITY_DN366704_c0_g1	NA	NA	0	8	0	0	22	161	17	0	7	0	0	9	107	53	0	0	0	0	0	98	5
TRINITY_DN366721_c2_g1	NA	NA	16	0	0	6	0	0	6	0	0	5	0	0	0	0	0	17	0	20	0	0	0
TRINITY_DN366750_c1_g1	NA	NA	0	0	0	0	0	13	0	0	0	0	11	12	18	0	0	0	0	0	6	8	0
TRINITY_DN366771_c0_g1	NA	NA	7	16	0	0	0	0	0	12	8	0	0	0	0	0	0	5	0	0	0	0	0
TRINITY_DN366813_c0_g1	NA	NA	0	44	0	0	89	53	82	0	27	5	173	356	94	131	0	0	0	0	24	310	196
TRINITY_DN366818_c0_g1	NA	NA	0	0	0	0	0	17	0	0	0	0	7	0	20	12	0	0	0	0	13	41	34
TRINITY_DN366865_c0_g1	NA	NA	0	0	0	0	0	0	5	0	0	0	0	192	0	45	0	0	0	0	8	0	46
TRINITY_DN366930_c0_g1	NA	NA	0	0	0	0	0	5	0	0	0	0	0	12	8	0	5	0	0	0	5	0	0
TRINITY_DN366971_c0_g1	NA	NA	0	7	0	0	0	0	0	0	7	0	53	112	6	0	0	0	0	0	29	0	0
TRINITY_DN366986_c0_g2	NA	NA	10	13	13	0	11	5	7	12	21	6	11	5	12	0	11	0	8	0	0	10	9
TRINITY_DN367004_c0_g1	NA	NA	7	0	0	0	0	8	11	0	17	6	5	0	0	10	0	0	0	0	0	0	0
TRINITY_DN367019_c0_g1	NA	NA	5	0	0	14	0	0	0	0	0	0	0	0	8	0	11	0	0	17	0	0	0
TRINITY_DN367025_c0_g1	NA	NA	7	16	15	8	30	12	47	5	21	8	0	10	27	56	0	0	6	7	19	17	98
TRINITY_DN367044_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	33	25	0	6	0	0	0	0	26	0	80
TRINITY_DN367058_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	11	28	0	14	0	0	0	0	5	0	15
TRINITY_DN367233_c0_g1	NA	NA	0	0	0	0	0	20	0	0	8	0	15	6	21	0	0	0	0	0	0	0	0
TRINITY_DN367266_c0_g2	NA	NA	0	9	0	0	20	30	7	0	5	0	22	66	45	23	0	0	9	0	0	27	39
TRINITY_DN367322_c0_g1	NA	NA	0	16	0	0	103	267	57	0	19	0	110	529	315	153	0	5	17	0	211	373	483
TRINITY_DN367329_c0_g1	NA	NA	0	0	0	0	5	0	9	0	8	0	24	60	0	16	0	0	7	0	6	98	19
TRINITY_DN367331_c0_g1	NA	NA	0	0	0	0	7	7	5	0	11	0	12	16	8	5	0	0	0	0	13	50	23
TRINITY_DN367362_c1_g1	NA	NA	0	12	0	0	0	7	0	0	18	0	87	12	9	0	0	0	0	0	0	0	0
TRINITY_DN367362_c1_g2	NA	NA	0	0	0	0	0	10	0	0	6	0	32	11	13	0	0	0	0	0	9	0	0
TRINITY_DN367369_c1_g1	NA	NA	0	0	0	0	0	17	0	0	0	0	12	19	17	0	0	0	0	0	0	0	28
TRINITY_DN367377_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	0	51	0	16	0	0	0	0	7	13	22
TRINITY_DN367391_c0_g1	NA	NA	0	0	14	5	0	0	0	11	11	18	12	0	0	0	0	5	0	0	0	0	0
TRINITY_DN367414_c0_g1	NA	NA	0	0	5	0	6	12	0	0	0	0	6	65	19	6	0	0	0	0	9	96	5
TRINITY_DN367500_c0_g1	NA	NA	6	0	0	0	75	127	35	0	0	0	97	1159	109	136	0	0	0	0	147	152	280
TRINITY_DN367543_c0_g1	NA	NA	0	42	5	0	12	9	7	0	48	0	112	37	17	5	0	0	0	0	0	7	76
TRINITY_DN367601_c0_g1	NA	NA	0	7	0	17	0	31	0	0	6	0	48	31	53	0	0	0	0	0	5	27	37
TRINITY_DN367612_c0_g1	NA	NA	0	0	0	0	0	5	9	0	0	0	7	8	5	6	0	0	0	0	8	17	38
TRINITY_DN367665_c0_g1	NA	NA	9	9	0	0	15	35	29	0	0	0	16	119	39	42	0	0	0	0	38	75	33
TRINITY_DN367710_c0_g1	NA	NA	0	17	0	0	0	7	0	0	23	0	14	0	0	0	0	0	0	0	0	0	6
TRINITY_DN367772_c0_g1	NA	NA	0	16	0	0	0	0	0	0	13	0	7	0	31	5	0	0	0	0	0	7	0
TRINITY_DN367772_c0_g2	NA	NA	0	16	0	0	0	5	5	0	14	0	12	0	27	0	0	0	0	0	0	0	0
TRINITY_DN367779_c0_g1	NA	NA	5	7	5	17	6	0	7	14	0	5	0	5	0	19	11	0	0	5	6	0	0
TRINITY_DN367973_c0_g1	NA	NA	0	0	5	0	6	8	10	0	0	0	12	6	13	10	15	5	8	10	0	0	8
TRINITY_DN368026_c0_g2	NA	NA	0	0	0	0	0	6	0	0	0	0	11	29	13	9	0	0	0	0	0	11	0
TRINITY_DN368122_c0_g2	NA	NA	0	0	0	0	0	14	0	0	0	0	10	13	18	0	0	0	0	0	13	0	0
TRINITY_DN368165_c3_g2	NA	NA	0	14	0	0	0	76	0	0	27	0	11	17	126	0	0	0	0	0	6	0	0
TRINITY_DN368175_c0_g1	NA	NA	0	7	0	0	0	8	0	0	12	0	0	8	17	0	0	0	0	0	10	13	21
TRINITY_DN368176_c0_g1	NA	NA	0	7	0	0	35	34	32	0	8	0	16	115	22	43	0	0	0	0	59	60	86
TRINITY_DN368191_c0_g2	NA	NA	0	0	0	0	0	26	0	0	0	0	23	93	35	18	0	0	0	0	8	61	22
TRINITY_DN368193_c0_g1	NA	NA	0	21	0	0	0	0	0	0	20	0	8	0	7	0	0	0	0	0	0	11	14
TRINITY_DN368273_c18_g1	NA	NA	0	23	0	0	0	0	7	0	5	0	0	0	10	0	0	0	0	0	0	9	0
TRINITY_DN368288_c0_g2	NA	NA	0	10	0	0	0	107	0	0	19	0	80	251	164	5	0	0	0	0	30	0	0
TRINITY_DN368419_c0_g1	NA	NA	0	0	0	0	9	0	0	0	15	0	0	23	0	14	0	0	0	0	5	22	30
TRINITY_DN368435_c0_g1	NA	NA	0	0	0	0	0	9	0	0	0	0	14	7	5	9	0	0	0	0	0	0	7
TRINITY_DN368438_c0_g1	NA	NA	0	0	22	0	6	0	8	6	5	8	0	0	0	5	0	106	0	29	0	0	0
TRINITY_DN368535_c0_g1	NA	NA	8	0	0	0	39	63	14	0	0	5	0	677	57	86	0	6	0	0	14	165	39
TRINITY_DN368571_c0_g1	NA	NA	119	73	118	229	132	49	172	122	135	104	175	196	45	170	292	184	134	206	101	102	98
TRINITY_DN368588_c0_g1	NA	NA	0	22	0	0	6	6	0	0	19	0	0	0	12	0	0	0	0	0	0	12	0
TRINITY_DN368621_c0_g1	NA	NA	0	0	0	0	0	29	0	0	0	0	27	34	47	6	0	0	0	0	5	0	0
TRINITY_DN368652_c0_g1	NA	NA	0	27	0	0	0	10	0	0	14	0	48	20	28	0	0	0	0	0	34	0	0
TRINITY_DN368656_c0_g1	NA	NA	0	0	0	0	0	45	0	0	0	0	46	35	56	0	0	0	0	0	21	0	0
TRINITY_DN368659_c0_g1	NA	NA	0	45	5	0	118	202	100	0	31	0	99	574	198	267	0	0	0	0	211	221	234
TRINITY_DN368667_c0_g2	NA	NA	0	10	0	0	10	12	0	0	17	0	30	91	17	9	0	0	0	0	16	7	6
TRINITY_DN368708_c0_g1	NA	NA	0	0	0	0	0	0	0	0	0	0	0	23	7	12	0	0	0	0	0	15	10
TRINITY_DN368741_c16_g4	NA	NA	0	6	0	0	0	35	0	0	14	0	12	0	56	0	0	0	0	0	11	0	0
TRINITY_DN368768_c3_g3	NA	NA	0	14	0	0	0	0	0	0	22	0	10	0	0	0	0	0	0	0	0	6	8
TRINITY_DN368777_c0_g1	NA	NA	0	0	0	6	0	6	0	0	0	0	25	18	28	6	0	0	0	0	0	0	55
TRINITY_DN368811_c0_g2	NA	NA	0	0	5	0	11	0	0	0	0	10	6	0	0	0	0	0	5	0	0	0	0
TRINITY_DN368940_c0_g1	NA	NA	0	30	0	0	0	0	0	0	14	0	14	0	6	0	0	0	0	0	6	0	6
TRINITY_DN368983_c0_g1	NA	NA	0	5	0	0	0	15	0	0	0	0	30	38	13	0	0	0	0	0	21	0	0
TRINITY_DN369076_c0_g2	NA	NA	0	23	0	0	7	124	8	0	14	0	71	198	175	31	0	0	0	0	75	74	114
TRINITY_DN369103_c0_g1	NA	NA	0	0	0	0	6	0	7	0	0	0	0	10	15	24	0	0	0	0	0	0	9
TRINITY_DN369116_c7_g1	NA	NA	0	24	0	0	0	6	0	0	33	0	60	20	12	0	0	0	0	0	0	0	0
TRINITY_DN369141_c0_g2	NA	NA	0	0	0	0	0	9	0	0	0	0	0	21	13	30	0	0	0	0	16	13	31
TRINITY_DN369162_c2_g1	NA	NA	0	6	0	0	0	33	0	0	0	0	6	14	26	0	0	0	0	0	0	0	0
TRINITY_DN369162_c2_g2	NA	NA	0	0	0	0	0	17	0	0	6	0	20	14	42	0	0	0	0	0	0	0	0
TRINITY_DN369197_c0_g1	NA	NA	0	6	0	0	0	7	0	0	12	0	16	20	18	6	0	0	0	0	0	44	12
TRINITY_DN369210_c0_g1	NA	NA	109	90	100	36	60	31	90	86	89	73	37	18	5	27	60	63	59	73	42	0	22
TRINITY_DN369305_c0_g1	NA	NA	0	5	0	0	0	0	0	0	0	0	10	14	0	15	0	0	0	0	0	0	8
TRINITY_DN369375_c0_g1	NA	NA	34	135	19	18	488	85	449	0	163	9	1313	1307	125	579	9	5	12	17	335	2431	204
TRINITY_DN369387_c0_g1	NA	NA	0	0	0	0	0	31	0	0	8	0	15	51	31	46	0	0	0	0	0	30	37
TRINITY_DN369413_c9_g1	NA	NA	0	24	0	0	6	82	6	0	22	0	37	71	162	0	0	0	0	0	0	0	0
TRINITY_DN369470_c0_g3	NA	NA	0	0	0	0	0	0	0	0	8	0	15	17	5	0	0	0	0	0	0	13	0
TRINITY_DN369471_c0_g1	NA	NA	0	0	0	0	27	0	32	0	0	0	0	19	13	20	0	0	0	0	0	20	66
TRINITY_DN369474_c0_g1	NA	NA	0	0	0	0	5	9	7	0	9	0	23	22	16	9	0	0	0	0	11	40	29
TRINITY_DN369519_c0_g1	NA	NA	6	0	0	0	0	11	0	0	0	0	8	28	24	14	0	0	0	0	0	23	19
TRINITY_DN369533_c0_g2	NA	NA	0	0	0	0	0	0	7	0	0	0	7	39	0	15	0	0	0	0	5	20	7
TRINITY_DN369533_c0_g3	NA	NA	0	25	5	0	11	9	21	0	23	0	37	95	13	13	0	0	0	0	17	66	28
TRINITY_DN369538_c1_g1	NA	NA	0	6	0	0	23	40	26	0	13	0	34	116	53	30	0	0	0	0	0	0	0
TRINITY_DN369547_c0_g5	NA	NA	0	0	0	0	0	8	6	0	0	0	0	26	9	11	0	0	0	0	0	32	12
TRINITY_DN369716_c0_g2	NA	NA	0	13	0	0	0	46	0	0	0	0	0	76	31	6	0	0	0	0	0	27	30
TRINITY_DN369719_c0_g1	NA	NA	34	22	21	11	41	7	39	30	71	37	83	41	0	49	20	22	29	14	28	7	79
TRINITY_DN369822_c0_g2	NA	NA	0	11	0	0	7	8	7	0	8	0	14	39	28	22	5	0	0	0	17	98	84
TRINITY_DN369835_c40_g1	NA	NA	0	0	0	0	0	0	9	0	0	0	18	0	6	7	0	0	0	0	21	9	0
TRINITY_DN369934_c0_g2	NA	NA	0	5	0	0	0	8	0	0	0	0	8	19	19	0	0	0	0	0	0	0	0
TRINITY_DN369978_c6_g4	NA	NA	14	23	7	5	0	0	14	17	11	15	8	13	11	0	8	6	0	21	0	0	0
TRINITY_DN369981_c14_g1	NA	NA	0	10	0	0	0	0	6	0	0	0	7	0	0	0	0	7	0	6	0	0	0
TRINITY_DN370002_c0_g1	NA	NA	0	0	0	0	51	28	26	0	0	5	43	42	39	68	0	0	0	0	35	43	44
TRINITY_DN370035_c11_g1	NA	NA	0	6	0	0	0	9	0	0	0	0	10	7	15	0	0	0	0	0	0	0	0
TRINITY_DN370174_c11_g2	NA	NA	0	36	0	0	0	91	0	0	17	0	37	90	114	0	0	0	0	0	39	0	0
TRINITY_DN370175_c0_g2	NA	NA	0	22	0	5	85	36	63	0	20	0	90	63	57	182	0	6	0	0	49	209	354
TRINITY_DN370194_c0_g1	NA	NA	0	0	0	0	0	43	0	0	0	0	52	49	64	0	0	0	0	0	11	0	0
TRINITY_DN370226_c0_g1	NA	NA	0	0	0	0	0	5	0	0	0	0	6	36	22	19	0	0	0	0	0	24	19
TRINITY_DN370257_c0_g1	NA	NA	0	9	0	0	7	0	0	0	5	5	25	80	46	71	0	0	0	0	10	43	46
TRINITY_DN370293_c0_g1	NA	NA	0	0	0	0	0	8	5	0	0	0	11	14	0	19	0	0	0	0	0	9	0
TRINITY_DN370299_c0_g2	NA	NA	0	5	0	0	0	0	7	0	0	0	23	19	12	20	0	0	0	0	0	29	25
TRINITY_DN370303_c2_g1	NA	NA	0	0	0	0	0	75	0	0	0	0	28	10	84	0	0	0	0	0	14	0	0
TRINITY_DN370306_c5_g5	NA	NA	8	0	0	0	5	0	0	6	5	0	5	0	0	0	0	5	6	0	0	0	0
TRINITY_DN370322_c0_g1	NA	NA	0	0	0	0	0	26	0	0	0	0	5	7	31	6	0	0	0	0	0	22	0
TRINITY_DN370332_c2_g1	NA	NA	0	25	0	0	0	36	0	0	42	0	15	12	84	0	0	0	0	0	0	0	0
TRINITY_DN370475_c0_g1	NA	NA	0	21	0	0	0	33	7	0	15	8	17	24	47	19	0	0	0	0	39	55	86
